id,title,keyword,time_span,region_span,purchase_type,price,detail_url,list_page,data_intro,data_indicators
3325,2225 全国重点文物保护单位名录数据（第一批-第七批）,文物,.,.,单独购买,199数据元,https://www.ppmandata.cn/trade/detail?id=3325,7,文物作为历史文化遗产的核心载体，是传承中华文脉、维系民族精神的重要物质基础，其保护与利用已成为文化强国建设、生态文明建设与区域发展协同推进的关键议题。在考古前置改革深入推进的背景下，全国重点文物保护单位名录数据为量化文物保护的经济社会效应、揭示文化遗产与区域发展的互动关系、优化文化资源配置提供了核心基础支撑，对学术研究与政策制定均具有重要实践价值。 本数据来源于国家政务服务平台（国家文物局政务服务窗口）官网的全国重点文物保护单位名录查询服务，属于全国范围内重点文物保护单位级数据，涵盖第一批至第七批全国重点文物保护单位相关信息，最终整理获得 2026 年之前（对应批次公布时序）共计 4482 条有效数据。,编号 | 名称 | 时代 | 地址 | 分类 | 批次
3324,2224 企业新组合专利（2010-2025）,专利,2010-2025,.,单独购买,1999数据元,https://www.ppmandata.cn/trade/detail?id=3324,7,新组合专利指焦点专利的所有国际专利分类号（IPC）均在其引证的专利中出现过，但该焦点专利的 IPC 组合在其引证的专利中从未完整出现过的专利，本质是既有技术以全新方式重组形成的创新成果，这一概念既是对熊彼特 “创新本质即新组合” 核心命题的现代表达与操作化落地，也是洞见知识重组动态、识别技术融合趋势及评估创新体系效能的关键指标，可弥补传统专利数量指标 “将重组创新与微小改进等量齐观” 的严重缺陷。 针对企业的新组合专利可展开多维度研究：可探究不同行业、层级企业产出新组合专利的差异化动因，分析股权结构优化（如国企混改场景下非国有资本引入）与新组合专利产出的适配性，对比战略投资者入股、员工持股等模式对新组合专利的影响效果与适用场景；也可研究新组合专利对企业治理效能的重塑作用，探讨如何通过市场化机制理顺权责关系，破解 “一股独大”“内部人控制” 等问题，进而提升经营效率与创新能力；还可关注混改中与新组合专利相关的风险管控，包括国有资产保值增值、利益冲突协调、企业文化融合等难点，以及政策落地中的执行偏差与优化建议；此外，可结合数字化转型、绿色发展等背景，研究新组合专利与企业高质量发展的协同路径，或用新组合专利评估政策效果（如研发税收减免政策是否仅增加重复专利、未刺激新组合专利产出，以此判断政策对实质性重组创新的激励有效性），也可将新组合专利作为中介变量，揭示政策、网络结构或研发战略如何通过知识重组提升最终创新绩效（如企业加入产学研联盟并非直接增加专利总数，而是显著提高新组合专利占比，进而催生更高价值创新）。 本团队参考 Wu Lynn 等（2024）《Innovation Strategy After IPO: How AI Analytics Spurs Innovation After IPO》的研究框架与数据处理方法，对新组合专利的具体判定逻辑为：1. 焦点专利的所有技术（以 IPC 标识）都在其引证专利中已存在（技术不新）；2. 焦点专利的 IPC 技术组合在其引证专利中从未完整出现过（组合全新）。,股票代码 | 年份 | 公司简称 | 公司名称 | 申请人 | 申请日 | 申请公布号 | 地址 | 主分类 | 分类号 | 地级市 | 区县 | 引证专利号 | 被引证专利号 | 引证_主分类 | 引证_分类号 | 被引证_主分类 | 被引证_分类号 | 是否新组合
3323,2223 全国地级市文旅融合DID数据（2008-2025）,全国地级市文旅融合DID数据（2008-2025）,2008-2025,全国所有地级市,单独购买,199数据元,https://www.ppmandata.cn/trade/detail?id=3323,7,本数据以周春波等（2025）《文旅融合政策与旅游业发展：效应评估与机制检验》的研究框架为参考，构建文旅融合政策DID虚拟变量。文旅融合并非文化与旅游的简单叠加，而是指文化要素与旅游活动在产业、空间、功能、管理及服务等多维度实现深度渗透、交叉重组与协同创新的动态过程。其核心在于以文化丰富旅游的内涵与品质，以旅游拓宽文化的传播与消费渠道，最终实现文化价值与旅游价值的共生增值。 文旅融合的研究，从多视角切入，能够揭示其多样化的路径与深层逻辑。对于历史文化名城，研究焦点在于遗产保护与旅游活化之间的动态平衡，探索如何让古老街巷与文物遗存在当代生活中焕发新生，同时维系地方的文化本真性。现代都市与新兴城市则展现了不同的融合范式，它们往往通过创意设计、科技艺术和大型节事来主动构建文化吸引力，研究可关注这种“无中生有”的融合如何塑造城市品牌与消费空间。而资源型或工业转型城市，其文旅融合紧密交织着城市再生的命题，研究需剖析工业遗产如何转化为旅游资产，并评估这一过程对社区认同与经济发展的实际影响。此外，中小城市与特色城镇的研究，则更侧重于如何依托单一但独特的文化或生态资源，实现“主客共享”的深度体验与可持续的地方发展。无论哪类城市，深入研究都需结合具体的政策文本、空间实践与社会网络，通过跨案例比较与精细化评估，方能提炼出具有普遍启示又尊重地方特殊性的融合智慧。 本数据通过在各大官方媒体网站等搜寻，参考周春波等（2025）《文旅融合政策与旅游业发展：效应评估与机制检验》的数据处理方法，其搜寻过程如下：登录各地政府官网及官媒网站，进入“政府信息公开”模块，在政策文件相关栏中搜索“文旅”“融合”“文化”“旅游”关键词进行政策筛选。文旅融合专项政策的筛选标准是标题中有“文旅融合”或与其紧密相关的表述。文旅融合DID虚拟变量构建方法如下：城市首次颁发文旅融合政策的当年及以后取值为1，否则取值为0。,省份 | 地级市 | 文旅融合时间 | year | DID
3322,2222 企业流程创新占比（1988-2025）,企业流程创新占比（1988-2025）,.,.,单独购买,1999数据元,https://www.ppmandata.cn/trade/detail?id=3322,7,企业流程创新占比（Share of Process Innovations）是基于专利权利要求文本分析构建的核心指标，旨在衡量企业研发活动中用于改进生产方法、降低生产成本的投入比例。在经济学逻辑中，创新被划分为“产品创新”与“流程创新”：前者关注新产品的开发，而后者则侧重于通过自动化或工艺改进来节约生产要素（尤其是劳动力）成本 。该数据利用专利文本中极具法律规范性的“前序部分”进行识别，能够比传统的专利计数法更精准地捕捉企业技术变革的方向性特征。作为一种典型的“劳动节约型技术”信号，流程创新占比的波动深刻反映了企业在面对要素价格变化（如劳动力成本上升）或外部宏观冲击时的资源再分配意图 围绕“企业流程创新占比”这一基于专利文本构建的核心指标，研究可以从多维度展开：首先要素价格与技术偏向研究，探究劳动力成本、能源价格等投入要素的变化如何诱导企业改变创新方向，实现“以机器替代人工”的流程升级；其次，国际贸易冲击与创新转型研究，分析贸易自由化或关税变动如何通过改变离岸劳动力供给，进而影响本土企业的工艺研发策略；接着，自动化与劳动力市场效应研究，考察流程创新占比的提升对微观层面技能需求、工资溢价及宏观层面就业替代的深远影响；最后，制度环境与微观研发决策研究，探讨合同制度、所有权限制或产业政策的变动如何缓解或加剧企业的投资扭曲，改变其在流程改进上的边际回报。 本数据参考 Jan Bena 和 Elena Simintzi (2024) 发表在顶级期刊 Review of Financial Studies的论文《Machines Could Not Compete with Chinese Labor: Evidence from U.S. Firms' Innovation》所提出的文本分析与指标构建方法，具体步骤为：（1）文本识别与打标。提取专利文档中的首项权利要求，利用正则表达式检索前序部分。若发明名称以“方法”或“工艺”结尾（即在第一个标点符号或特征连接词之前），则判定为流程创新（Label 为 1），否则为 0。（2）企业-年度聚合。将专利授权数据通过申请人名称匹配至上市公司数据库，按“企业+申请年份”维度进行分组，分别累加各企业每年的流程专利数与专利总件数。（3）核心指标构建。占比指标：计算“流程专利数 / 专利总件数”，反映创新组合的方向；水平指标：对流程专利绝对数量进行反双曲正弦（IHS）变换，以处理专利数据的偏态分布并保留零值样本。数据整理过程中，通过人工核验与逻辑校验相结合的方式，对原始数据进行筛选、清洗、匹配与标准化处理，剔除数据缺失严重、异常值突出的观测样本，最终形成1988-2025年共计61525条观测值的完整数据集。该数据集覆盖时间跨度长达38年，包含多家不同行业、不同区域上市公司的连续观测数据，能够充分反映我国上市企业流程创新占比的动态演变特征，为长周期、多维度的实证研究提供了有力的数据保障。,股票代码 | 年份 | 流程专利数 | 总专利数 | 流程创新占比 | 流程创新水平_IHS
3321,M0020 2026年国家自然基金管理科学部重点项目资助领域公示,2026年国家自然基金管理科学部重点项目资助领域公示,2026,.,,,https://www.ppmandata.cn/trade/detail?id=3321,7,,
3320,2221 破产法庭DID（2016-2025）,破产法庭,.,.,单独购买,199数据元,https://www.ppmandata.cn/trade/detail?id=3320,7,破产法庭是我国专门审理企业破产清算、重整等案件的专业化司法机构，其核心职能在于通过规范、高效的司法程序，厘清债权债务关系，推动“僵尸企业”有序退出，助力优质困境企业重整再生，进而完善市场退出机制、优化营商环境，为市场经济健康发展筑牢司法保障。作为司法改革与市场体系建设的重要结合点，破产法庭的设立不仅关乎微观主体的生存发展，更对金融生态稳定、资源配置效率提升具有重要现实意义。 围绕破产法庭可开展多维度、深层次的学术研究。在金融领域，可重点探究其对地方性商业银行的影响，包括不良资产处置效率提升、信贷风险防控优化、信贷投放结构调整等政策效应评估；在企业层面，可分析其对破产案件审理周期、重整成功率、债务清偿率等指标的作用，以及对市场主体经营预期的影响；在宏观层面，可延伸至区域营商环境改善、市场资源优化配置、产业链供应链稳定等议题，为相关政策制定与学术研究提供实证支撑。 本数据构建过程中，主要参考了胡诗阳、尹亮、祝继高在《经济研究》发表的《破产法庭设立、债权人保护与地方性商业银行风险》一文。借鉴该文献中关于破产法庭政策效应的量化研究思路与方法，确保数据在实证分析中的科学性、合理性与适用性。数据以2016-2025年全国各城市为样本范围，核心构建虚拟变量“COURT”以标识破产法庭设立情况。具体规则如下：若地方性商业银行所在城市于当年1-11月设立破产法庭，该商业银行当年度及以后年度“COURT”取值为1；若当年12月设立，则下一年度及以后年度取值为1；若所在城市未设立破产法庭，或设立时间未覆盖2016-2025年样本期，则对应年度取值为0。数据涵盖年份、省份、地级市、政策状态（1=已设立，0=未设立）等核心指标，为相关实证研究提供标准化、可操作的量化依据。,年份 | 省 | 市 | court | 时间 | 省份 | 地级市 | 1=已设立破产法庭 0=未设立破产法庭
3319,2220 上市公司数绿转型协同度数据（1988-2025）,上市公司数绿转型协同度数据（1988-2025）,.,.,单独购买,1999数据元,https://www.ppmandata.cn/trade/detail?id=3319,7,数绿协同转型是指在全球数字化浪潮与绿色发展理念深度融合的时代背景下，企业以“双碳”战略落地为绿色转型核心方向，以数字化转型为效率提升与转型困境破解引擎，推动数字化与绿色化转型协同推进的发展模式。这一转型不仅是实现产业结构优化升级、驱动经济社会高质量发展的核心路径，也是企业构筑长期竞争优势、实现可持续发展的必然选择，其核心要义在于通过数字技术与绿色发展的深度融合，最大化发挥两者的协同效应，助力转型目标高效达成。 围绕数绿协同转型可开展以下多维度研究：一是数绿协同转型水平测度研究，聚焦构建科学、系统的测度指标体系，解决当前缺乏精准测度长周期、大样本企业协同水平核心数据的短板，探究协同度的动态演化规律；二是数绿协同转型的影响效应研究，深入分析协同转型对企业绩效、行业升级、区域发展的具体影响及内在作用机制，揭示异质性效果；三是数绿协同转型的驱动与制约因素研究，识别政策环境、技术创新、企业治理等关键影响因素，厘清各因素的作用路径；四是差异化转型策略研究，探究不同行业、不同规模企业的数绿协同转型路径差异，为企业精准规划转型战略、平衡转型成本与收益提供理论支撑；五是政策优化研究，结合企业转型实践，研究地方政府差异化低碳政策的制定逻辑与实施路径优化方案，提升政策对协同转型的引导效能。 本数据为上市公司级面板数据，参考余菲菲等（2024）发布在《科研管理》上的文章制作，原始数据来源于官方权威渠道，具体包括：上市公司官网定期披露的年度财务报告（含“在建工程”“管理费用”“营业外支出”等与数字化投入、环保支出相关的科目明细）、上市公司在证券交易所官网发布的年度报告及社会责任报告、国家知识产权局官方平台公开的专利授权数据（含数字经济领域专利、绿色专利分类信息）。数据整理过程中，通过人工核验与逻辑校验相结合的方式，对原始数据进行筛选、清洗、匹配与标准化处理，剔除数据缺失严重、异常值突出的观测样本，最终形成1988-2025年共计95564条观测值的完整数据集。该数据集覆盖时间跨度长达38年，包含多家不同行业、不同区域上市公司的连续观测数据，能够充分反映我国上市公司数绿转型协同水平的动态演变特征，为长周期、多维度的实证研究提供了有力的数据保障。,股票代码 | 年份 | 数字化无形资产 | 数字经济专利 | 环保投资 | 环保支出 | 绿色专利 | 企业数字化转型程度 | 企业绿色化转型程度 | 数绿协同度
3318,2217 地级市首次采购监控设备DID（2007-2025）,地级市首次采购监控设备DID（2007-2025）,2000-2025,全国地级市,单独购买,199数据元,https://www.ppmandata.cn/trade/detail?id=3318,7,,省级名称 | 省份代码 | 城市名称 | 城市代码 | 年份 | 最早试点年份 | Treat | Time | DID
3317,2218 地级市政府关注度数据（2003-2025）,地级市政府关注度数据（2003-2025）,2003-2025,.,单独购买,1999数据元,https://www.ppmandata.cn/trade/detail?id=3317,7,地级市政绩关注度是地级市政府工作报告中提及各个上市公司的次数。在中国特色的治理体系中，地方官员的政绩信息绝非简单的个人功过簿，而是一套深刻影响微观企业行为与宏观区域走向的“制度信号”，而政府工作报告文本正是理解中国资源分配逻辑的关键窗口。 从实践意义来看，政府工作报告中点名特定上市公司，往往与报告中所强调的“发展新质生产力”“科技创新”“现代产业体系建设”等具体章节紧密挂钩，这为各级地方政府、国有银行及产业基金提供了清晰的投资与扶持指南。被提及企业更容易获得信贷倾斜、政府订单、研发补贴及准入便利，其项目也更容易被列入地方重点工程，从而在资源争夺中占据先发优势。 政府工作报告作为地方行政机关的年度施政纲领，其文本具有高度的权威性与方向指引性。当报告中出现具体上市公司的名称时，这一行为本身便超越了简单的案例列举，构成了一个极具研究价值的政治经济信号事件。 基于地级市政绩关注度这一核心指标，可展开多维度的深度研究，核心研究价值在于理解中国情境下政府与市场的关系逻辑。具体可延伸的研究方向包括：一是产业政策实施路径研究，探究政绩关注度背后的政策导向如何通过企业传导落地；二是企业行为与发展策略研究，分析被关注企业的资源获取优势对其经营决策、研发投入、扩张战略等方面的影响；三是资本市场定价逻辑研究，考察政绩关注度这一“政治经济信号”对上市公司股价波动、融资成本等资本市场表现的作用机制；四是区域经济发展研究，探讨不同地区政绩关注度的差异与区域产业布局、经济发展质量的关联。 本团队以各城市政府工作报告为基础，参考胡龙吟和李青原（2024）《地方官员政绩信息关注对企业盈余管理的影响研究》的数据处理方法，构建本数据。具体方法处理如下：（1）：构建Ａ股上市公司名称词典，包括其全称、常用简称和曾用名；（2）基于所构建的企业名称词典，利用文本分析法统计各上市公司被注册地政府工作报告提及的次数。,股票代码 | 注册具体地址 | 注册省份 | 注册城市 | 年份 | 被提及次数 | 股票简称 | 中文全称
3316,2219 区县革命老区DID（2010-2025）,区县革命老区,.,.,单独购买,199数据元,https://www.ppmandata.cn/trade/detail?id=3316,7,革命老区是指土地革命战争和抗日战争时期在中国共产党领导下创建的革命根据地，其划定需满足特定历史条件，即曾建立党的组织与革命武装、发动群众开展相关革命运动并建立政权且坚持武装斗争达到规定时长，目前广泛分布于全国 20 多个省份的千余个县（市、区），是党和人民军队的根，见证了中国人民对中国共产党的历史选择党史学习教育官网。 针对区县是否纳入革命老区振兴规划覆盖范围，可开展多维度研究：一是政策效应评估研究，对比覆盖与未覆盖区县在脱贫攻坚成果巩固、居民收入增长、基础设施改善等方面的差异，量化振兴政策的实施成效；二是产业发展路径研究，分析覆盖区县如何依托政策优势培育特色农林、红色旅游、新兴产业集群，以及未覆盖区县的替代发展策略；三是公共服务与民生福祉研究，探究规划覆盖对教育、医疗等公共服务均等化的影响，以及 “三红” 人员等特殊群体优抚政策的落地效果；四是区域协同发展研究，考察覆盖区县对接国家重大区域战略的成效，及未覆盖区县与周边老区的合作机制；五是政策优化研究，结合两类区县的发展实践，为完善革命老区振兴政策体系、健全差别化绩效评估机制提供参考。,年份 | 省 | 市 | 区/县 | 规划年份 | Policy | 时间 | 省份 | 地级市 | 县、区、县级市 | 该县所属的革命老区的振兴规划文件批准年份 | 1=该县在样本期内属于革命老区 0=该县在样本期内不属于革命老区
3315,2216 企业复用专利（2010-2025）,企业复用专利（2010-2025）,2010-2025,.,单独购买,1999数据元,https://www.ppmandata.cn/trade/detail?id=3315,7,本数据以Wu Lynn等（2024）《Innovation Strategy After IPO: How AI Analytics Spurs Innovation After IPO》的研究框架为参考，测算企业重复使用专利。在创新经济学与管理学研究中，对“重复使用专利”——即基于现有技术或已知技术组合的专利——进行界定与测算，具有重要的理论与方法论价值。这不仅是对专利质量的细粒度度量，更是解构创新活动异质性、揭示企业学习行为与技术演进路径的关键切入点。从理论层面看，这一测量为验证与深化 “利用式”与“探索式”创新理论 提供了可操作的实证基础。通过识别重复性专利，研究者能够更精准地检验企业在不同制度压力（如上市融资）、竞争环境或生命周期阶段下，其创新策略如何在利用现有知识基础和探索全新可能性之间动态配置。进一步，它有助于揭示产业层面的 技术路径依赖与范式锁定 现象：某一领域重复专利比例的持续高企，可能暗示其技术轨道趋于成熟甚至僵化，而比例的动态变化则可预示技术变革或产业更替的前兆。在方法论上，区分并测算重复使用专利显著提升了创新研究的 测量效度与因果推断的可靠性。将创新产出同质化加总会导致严重偏误，例如，若一项政策主要激励了重复性专利的产出，而未加区分的“专利数量”指标将错误评估其真实效果。因此，将该指标作为控制变量或独立因变量，能够更纯净地识别研发投入、政府补贴、知识产权保护等关键变量对 实质性突破创新 的影响。同时，它亦能作为企业 知识存量与吸收能力 的代理指标，为研究组织学习与动态能力提供新维度。 参考Wu Lynn等（2024）《Innovation Strategy After IPO: How AI Analytics Spurs Innovation After IPO》的数据处理方法，其具体方法处理如下：（1）确定焦点专利；（2）测算和找出焦点专利的分类号出现在其家族引证专利的分类号中的数量、比例及分类号；（3）得出结果，分别为重用技术数量，重用比例，重用技术列表。,股票代码 | 年份 | 公司简称 | 公司名称 | 申请人 | 申请日 | 申请公布号 | 地址 | 主分类 | 分类号 | 地级市 | 区县 | 引证专利号 | 被引证专利号 | 引证_主分类 | 引证_分类号 | 被引证_主分类 | 被引证_分类号 | 重用技术数量 | 重用比例 | 重用技术列表
3314,2215 数字化政府建设指数（2003-2025）,数字化政府建设指数（2003-2025）,2003-2025,.,单独购买,199数据元,https://www.ppmandata.cn/trade/detail?id=3314,7,本数据以刘文革等（2024）《数“政”强贸：数字化政府建设 与中国出口产品质量升级》的研究框架为参考，构建数字化政府建设指数。在新一轮科技革命与产业变革纵深发展的背景下，数字化政府建设已成为各国推进治理变革的核心抓手，更是我国落实网络强国战略、推进国家治理体系和治理能力现代化的基础性工程。 从理论层面看，该研究可完善数字治理理论体系，实现对传统治理理论的突破与创新。现有公共管理理论多植根于工业时代的科层制治理场景，难以充分解释数字技术对政府职能、组织形态与治理逻辑的重构效应。从实践层面看，该研究可为破解建设瓶颈提供精准方案，提升政府治理效能。当前我国数字政府建设仍面临数据壁垒未打破、“数字鸿沟”凸显、基层数字素养不足等现实难题，部分地区甚至出现“技术赋能”异化为“技术负担”的现象。从经济社会层面看，该研究能强化数字政府的引领支撑作用，赋能高质量发展。数字政府不仅是治理工具的革新，更是推动数字经济、数字社会协同发展的核心枢纽。 数字化政府建设研究既是回应时代命题的学术担当，也是服务国家发展的实践需求。其研究成果不仅能完善数字治理理论体系，更能为破解实践难题、赋能经济社会发展、提升国家战略竞争力提供多重支撑，具有不可替代的重要意义。 本数据以各城市政府工作报告为基础，参考刘文革等（2024）《数“政”强贸：数字化政府建设 与中国出口产品质量升级》的数据处理方法，具体方法处理如下：（1）参考文章附录关键词典；（2）采用词频-逆文本频率（Term Frequency Inverse Document Frequency，TF-IDF）方法进行测算。 TF-IDF计算公式： 其中，ln[tfct (θ) + 1]表示城市c在第t年公布的《政府工作报告》中包含的关键词θ的统计词频 （Term Frequency，TF）；ln [ CG cgt (θ) + 1 ] 为 对 应 关键词 θ 的逆文本频率（Inverse Document Frequency，IDF），CGt 和cgt (θ)分别代表在第t年样本中的《政府工作报告》文本总量以及包含关键词 θ的文本总量。,省份 | 城市 | 年份 | 关键词 | TF-IDF
3313,M0019 2025年国家社科基金学术社团资助研究项目,2025年国家社科基金学术社团资助研究项目,2025,.,,,https://www.ppmandata.cn/trade/detail?id=3313,7,,
3312,M0018 2025年国家社科基金冷门绝学研究专项立项名单公示,2025年国家社科基金冷门绝学研究专项立项名单公示,2025,.,,,https://www.ppmandata.cn/trade/detail?id=3312,7,近日，全国哲学社会科学工作办公室公示了2025年国家社科基金冷门绝学研究专项立项名单。根据《国家社会科学基金管理办法》有关规定，2025年国家社科基金冷门绝学研究专项立项名单公示时间为2026年1月12日至18日。公示期内，如有异议，请以书面方式向我办项目管理处反映，并提供必要的证据材料，以便核实查证。提出异议者须提供本人真实姓名、工作单位、联系电话等有效联系方式（我办将予以严格保密），凡匿名、冒名或超出期限的异议不予受理。共有学术团队项目36项，学者个人项目94项，其中拟立项最多的是郑州大学和辽宁师范大学，共4项；其次是安徽大学、西北大学共3项；北京大学、复旦大学、中国人民大学、四川大学、华中科技大学、厦门大学、山东大学、安徽师范大学、北京语言大学、北京中医药大学、国家图书馆、湖南科技大学、景德镇陶瓷大学、宁夏大学、山西大学、山西师范大学、陕西师范大学、首都师范大学、西北民族大学、西南大学、云南大学、浙江师范大学等22所高校获批2项。所有项目及责任单位项目数详细统计下载查看。,
3311,2214 企业数字化转型差距（2010-2024）,企业数字化转型差距（2010-2024）,2010-2024,.,单独购买,1999数据元,https://www.ppmandata.cn/trade/detail?id=3311,7,本数据以温军等（2021）《数字化转型鸿沟与企业全要素生产率 ——溢出效应和垄断效应的综合视角》的研究框架为参考，构建企业数字化转型差距变量。在全球数字经济规模持续扩张、数字技术深度渗透产业肌理的背景下，数字化转型已从企业“可选项”升级为“生存必修课”。 然而实践中，不同规模、不同行业企业的转型进程呈现显著分化，转型差距不仅制约单个企业的竞争力提升，更影响产业整体升级与数字经济高质量发展。 从企业实践层面看，该研究为破解转型困境提供精准指引，降低企业试错成本与转型风险。当前企业转型普遍陷入两大误区：一是大型企业盲目堆砌技术，忽视组织与业务的协同适配；二是中小企业受资源约束，面临“不会转、不能转、不敢转”的困境，导致转型差距持续扩大。从产业发展层面看，该研究助力破解产业数字化发展不均衡问题，强化产业链供应链韧性。数字化转型差距不仅存在于企业之间，更体现在产业链上下游的协同不足上——龙头企业与中小配套企业的转型不同步，导致数据壁垒难以打破，供应链响应效率受限。从政策制定层面看，该研究为政府出台精准化扶持政策提供实证依据，推动数字经济高质量发展。 企业数字化转型差距研究既是解析数字经济时代企业竞争格局的关键切入点，也是推动企业高质量发展、产业协同升级与国家战略落地的重要支撑。其研究成果不仅能丰富学术理论体系，更能为企业转型实践与政策制定提供双重指引，具有不可替代的现实意义与长远价值。 本数据以各城市政府工作报告为基础，参考温军等（2021）《数字化转型鸿沟与企业全要素生产率——溢出效应和垄断效应的综合视角》和袁淳《数字化转型与企业分工：专业化还是纵向一体化》的数据处理方法，其具体方法处理如下：（1）参考袁淳《数字化转型与企业分工：专业化还是纵向一体化》，，通过对中央人民政府、工业和信息化部网站进行检索，人工筛选得到 2012—2018 年期间发布的 30 份重要的国家层面数字经济相关政策文件以用于提取企业数字化相关的关键词；（2）采用Word2Vec中CBOW模型（Continuous Bag-of-words Model）对中文年度财务报告语料进行训练。（3）单独罗列关键词（截图中仅为部分关键词）出现次数及全文总词数，使用者可自行进行部分关键词词频计算，并且剔除关键词出现次数少于5次的行列，避免噪声干扰。（4）用关键词词频占比*10计算得出企业数字化转型，定义数字化转型领先企业为当年行业内数字化转型程度处于前10%的企业，将这些企业的数字化转型程度取均值，作为该行业当年的数字化转型领先水平，然后 将其余企业当年数字化转型程度与之作差并取绝对值，得到企业数字化转型差距（DIGGAP）。 语料训练中使用的CBOW模型： 其中，C表示语料；w表示中心词；Context（w）表示中心词的上下文。CBOW模型的基本思想是根据上下文来预测当前词语的概率，通过最大化上述目标函数，最终可得到中心词对应的Word2Vec词向量。随后通过计算向量相似度可获得中心词的相似词。模型基于海量财经文本训练而成，所推荐的相似词更加适合财经文本语境，可有效避免人为定义词表的主观性和通用同近义词工具的弱相关性。,股票代码 | 年份 | 股票简称 | 行业名称C | 行业代码C | 中文全称 | kw_sum | 总词数 | DIG | DIGGAP | 隐私保护 | 人机交互 | 网关 | 数智化 | v6 | 国密
3310,2213 美国白宫赢学指数（2025.1.20-2026.1.07）,美国白宫赢学指数（2025.1.20-2026.1.07）,2025年1月20日-2026年1月7日,美国白宫官网（WhiteHouse.gov）发布的官方文章（日度）,单独购买,199数据元,https://www.ppmandata.cn/trade/detail?id=3310,7,"自2025年1月20日特朗普再次就任美国总统以来，白宫官网发布的官方文章在叙事风格上呈现出显著变化。大量文本反复使用“胜利”“成功”“伟大”“历史性成就”“前所未有”等表述，对在其领导下的美国政府行为进行高度正向、自我肯定式的描述。 为了系统刻画这种政治修辞特征，并将其从直观感受转化为可量化、可比较的指标，我们构建了《美国白宫赢学指数》（Winning Index of White House Communications）。 “赢学指数”并非简单的情绪分值，而是一个多维度政治修辞指数，重点刻画白宫官方文本中“胜利—成就—伟大”叙事的密度、结构与情绪强度。 指标主要由以下三部分构成： （一）赢学关键词强度（Lexical Component） 我们构建了一套定制化的“赢学词库”，涵盖三类核心语义： 1. 胜利 / 成就结果词 如 win, victory, triumph, success, achievement, justice 等 2. 伟大 / 强度修饰词 如 great, historic, unprecedented, remarkable, tremendous 等 3. 主体与自我指涉词 如 President, Trump, administration, we, America 等 通过统计这些关键词在文本中的出现频率（并对文章长度进行标准化），衡量单篇文章的“赢学语言密度”。 （二）句子层面的“协同赢学”结构（Sentence-level Component） 考虑到“赢”往往不是由单个词触发，而是通过多个语义要素在同一句中共同出现来建构叙事，我们进一步引入句子层面的分析： · 当一个句子中同时出现至少两类（成就结果/强度修饰/主体指涉）语义时，该句被识别为“赢学句” · 计算每篇文章中“赢学句”在全部句子中的占比 这一做法有助于区分零散用词与系统性胜利叙事。 （三）赢学语境下的情绪强度（Sentiment Component） 情绪分析并非对全文进行，而是仅在“赢学语境句”中计算： · 使用VADER情绪分析工具 · 仅对包含“胜利/伟大”等关键词的句子计算情绪分值 · 得到“赢学语境下的平均正向情绪强度” 这样可以避免将对对手的负面描述、危机性语言误判为“情绪低迷”。 综合指数与标准化处理 上述三类指标在文章层面计算后，进行标准化（z-score），并按权重加总，形成单篇文章的赢学指数。 随后，将文章级指数按日期汇总，得到每日美国白宫赢学指数，用于观察时间趋势与关键节点变化。 指数为标准化值： · 数值高于0，表示当日“赢学叙事”强于样本期平均水平 · 数值低于0，表示弱于样本期平均水平 声明：本数据制作无任何参考",
3309,2194 四川省农村产权交易中标公告数据,中标,2023.11-2025.12,.,单独购买,199数据元,https://www.ppmandata.cn/trade/detail?id=3309,8,当前正处于十四五收官、十五五开年的关键节点，乡村振兴作为国家规划的重要组成部分，是国家治理的重要战略支撑，其深入推进离不开农村集体 “三资” 的规范盘活与高效配置，而研究农村基层产权交易记录既是破解过往交易不透明、流程不规范导致的资产闲置、微腐败等沉疴顽疾的关键抓手，也是衔接两个五年规划、深化农村产权制度改革、筑牢乡村振兴制度基础的必然要求，这些记录不仅能清晰呈现集体资产权属流转轨迹、价值实现路径，更能为政策优化、风险防控提供数据支撑。 相比于其他大多数省份，四川省公共资源交易中心专门为农村（基层）产权的交易信息划分了专门板块，因此能够更加准确地获取农村公共资源产权交易的详细信息，这些交易数据可以展开多方面研究，包括分析不同产权类型（如土地经营权、集体经营性资产等）的流转活跃度与区域产业布局的适配性，探究交易溢价率背后的资源优化配置成效与村集体经济增收规律，挖掘交易流程规范化对降低基层信访纠纷、提升治理效能的关联机制，以及通过交易主体、资金流向数据研判社会资本参与乡村产业的趋势与痛点，为十五五期间进一步健全农村产权交易市场、激活乡村发展动能、实现共同富裕提供决策参考。 故此，本团队从四川省公共资源交易平台收集了23年11月至25年12月的农村（基层）产权交易中标公告免费供大家使用。,titlenew | zhuanzai | title | content | webdate | infodate | 最新标题 | 数据来源 | 原始标题 | 内容 | 上网时间 | 发布时间
